LABEL,S,2E,lambda,Tc,kappa,K
t5183,13,52,1.14342635022008,2.1648614172858074,4.0,5
t5184,13,60,1.3075653368808668,2.591309462841352,4.615384615384615,5
t5185,13,60,1.3075656028709306,2.5913094628570006,4.615384615384615,5
t5186,11,52,1.3283145178504192,2.652237330175042,4.727272727272728,5
t5187,14,64,1.2855675596343996,2.5244858907176018,4.571428571428571,5
t5188,14,64,1.2871476632768546,2.5325383229180964,4.571428571428571,5
t5189,10,44,1.2440548490494383,2.399659488721125,4.4,5
t5190,13,56,1.2253850002189373,2.352040413568774,4.307692307692308,5
t5191,20,88,1.2438636127664473,2.397660590189937,4.4,5
t5192,20,88,1.2440549614861838,2.399659488721132,4.4,5
t5193,10,44,1.24386349228141,2.397660590189939,4.4,5
t5194,18,80,1.2632515201987415,2.470151973679933,4.444444444444445,5
t5195,9,40,1.2632514762438531,2.4701519736658555,4.444444444444445,5
t5196,37,156,1.2017117628000602,2.294246618385626,4.216216216216216,5
t5197,31,132,1.2083234698496987,2.297759768622228,4.258064516129032,5
t5198,14,68,1.3623110188808336,2.717777883913837,4.857142857142857,5
t5199,13,60,1.2975578999006971,2.513899988920344,4.615384615384615,5
t5200,16,78,1.362462994821949,2.7258925363627946,4.875,5
t5201,18,86,1.343548840848219,2.6685520056251018,4.777777777777778,5
t5202,18,88,1.3674360118453446,2.7368390588511184,4.888888888888889,5
t5203,18,88,1.3677475403983403,2.7377799852111764,4.888888888888889,5
t5204,14,66,1.3321884140957707,2.6528406951589627,4.714285714285714,5
t5205,16,72,1.2754293773334473,2.4789046028414177,4.5,5
t5206,14,60,1.219498341172502,2.331527027149052,4.285714285714286,5
t5207,48,216,1.2510403340750924,2.2763678806357306,4.5,5
t5208,42,216,1.4306414460441972,2.9530235511252583,5.142857142857143,5
t5209,38,186,1.3789888563900516,2.812270688988676,4.894736842105263,5
t5210,37,174,1.3298230708826195,2.647435982341184,4.702702702702703,5
t5211,54,252,1.3074123178185548,2.50994379373147,4.666666666666667,5
t5212,37,174,1.3311991944989296,2.6609809535109825,4.702702702702703,5
t5213,48,216,1.2527136564671435,2.3008447337690976,4.5,5
t5214,42,216,1.432059227799997,2.976155438378405,5.142857142857143,5
t5215,38,186,1.3803899916949864,2.8263592513054805,4.894736842105263,5
t5216,36,162,1.2803953218276027,2.5224749559529567,4.5,5
t5217,42,180,1.208710415653106,2.231024226679988,4.285714285714286,5
t5218,13,60,1.3063761582322422,2.5888003550951924,4.615384615384615,5
t5219,14,64,1.29871194483755,2.569994332830741,4.571428571428571,5
t5220,16,74,1.312560488810787,2.6096684455200405,4.625,5
t5221,14,64,1.2983386155623358,2.5666398643043307,4.571428571428571,5
t5222,16,74,1.3120403102539788,2.6076331971669555,4.625,5
t5223,42,180,1.212985269941414,2.277603333340578,4.285714285714286,5
t5224,16,78,1.361060341123162,2.6987226219677813,4.875,5
t5225,13,66,1.399607169410387,2.803578458107389,5.076923076923077,5
t5226,16,84,1.4404281261036356,2.943042532133658,5.25,5
t5227,31,156,1.3862015773621408,2.6970922594057622,5.032258064516129,5
t5228,21,102,1.3462473178672287,2.597530707990357,4.857142857142857,5
t5229,23,114,1.3739041630041,2.734040406602141,4.956521739130435,5
t5230,22,96,1.2231458544920046,2.290513841194404,4.363636363636363,5
t5231,25,114,1.2745941548348607,2.438286549027154,4.56,5
t5232,22,102,1.290300491499461,2.458422386701892,4.636363636363637,5
t5233,10,42,1.1808846273079965,2.192663547425892,4.2,5
t5234,10,48,1.3332981196239877,2.591765401529724,4.8,5
t5235,30,126,1.1831849588242307,2.2102037957477285,4.2,5
t5236,15,66,1.2348528514560166,2.328905221449918,4.4,5
t5237,20,96,1.3332982968049951,2.5917645561162987,4.8,5
t5238,12,48,1.1298168285867736,2.099558145546875,4.0,5
t5239,12,48,1.133773818623684,2.129296483173248,4.0,5
t5240,12,56,1.310551128279981,2.568032187407067,4.666666666666667,5
t5241,12,56,1.310551550794489,2.568032187423683,4.666666666666667,5
t5242,10,48,1.3341609227496796,2.6294088506306665,4.8,5
t5243,10,42,1.1807655292226165,2.200155823440036,4.2,5
t5244,12,48,1.1318000902131466,2.11472759693687,4.0,5
t5245,13,60,1.2866760397962198,2.498832781369443,4.615384615384615,5
t5246,25,114,1.2768988120625733,2.4405751404650577,4.56,5
t5247,13,60,1.2894175349869696,2.456024216929691,4.615384615384615,5
t5248,13,60,1.2894039793067544,2.454290653094908,4.615384615384615,5
t5249,30,138,1.2883161436227704,2.472621686452396,4.6,5
t5250,8,36,1.2623820187439856,2.40597391601678,4.5,5
t5251,9,42,1.305314358224966,2.528921065336528,4.666666666666667,5
t5252,13,60,1.2895686229011512,2.466899618466421,4.615384615384615,5
t5253,8,36,1.256690390267595,2.388138323315321,4.5,5
t5254,9,42,1.2973568860052394,2.4993305478048944,4.666666666666667,5
t5255,16,72,1.26197258900122,2.423072961396932,4.5,5
t5256,9,48,1.460249165660995,3.000121962883376,5.333333333333333,5
t5257,10,54,1.4758399529466468,3.057055531302661,5.4,5
t5258,13,66,1.405157952798377,2.84178087902705,5.076923076923077,5
t5259,13,66,1.4050362947780617,2.833980832817718,5.076923076923077,5
t5260,14,72,1.4203012340884935,2.882200181752349,5.142857142857143,5
t5261,9,42,1.3054719809869295,2.5233502624404944,4.666666666666667,5
t5262,10,48,1.3396312266118084,2.6279973553348848,4.8,5
t5263,20,96,1.339662901010468,2.625284711455349,4.8,5
t5264,9,42,1.300947968163021,2.494847437175751,4.666666666666667,5
t5265,10,48,1.3330679266801495,2.587360472744454,4.8,5
t5266,29,132,1.276256536753267,2.4520649639388474,4.551724137931035,5
t5267,30,138,1.290140573828943,2.510632508583807,4.6,5
t5268,28,120,1.2086090677033536,2.287527658253525,4.285714285714286,5
t5269,12,56,1.3122628106870708,2.5769821753488147,4.666666666666667,5
t5270,12,56,1.3122628769574491,2.5769821753488107,4.666666666666667,5
t5271,10,48,1.336177724170955,2.639448688451777,4.8,5
t5272,13,60,1.2900041835813183,2.5163499063931183,4.615384615384615,5
t5273,22,96,1.2284714246938249,2.332313058559073,4.363636363636363,5
t5274,24,126,1.4459170420560408,2.991525707692828,5.25,5
t5275,13,60,1.2942071777637378,2.5090228595317403,4.615384615384615,5
t5276,8,36,1.2645898959799948,2.4384957072369104,4.5,5
t5277,13,68,1.4473195792786104,2.9892461851349275,5.230769230769231,5
t5278,13,68,1.4473193003799971,2.9892461851349275,5.230769230769231,5
t5279,11,60,1.4924095899321488,3.1354009266930545,5.454545454545454,5
t5280,11,60,1.4924096523001265,3.1354009267145595,5.454545454545454,5
t5281,13,66,1.4080145825538386,2.844429142025969,5.076923076923077,5
t5282,21,102,1.3558906638712436,2.677229655628829,4.857142857142857,5
t5283,18,96,1.4649153141353757,3.035351441256549,5.333333333333333,5
t5284,9,48,1.4649152262865412,3.035351441276919,5.333333333333333,5
t5285,48,234,1.356090472904394,2.6471267823746683,4.875,5
t5286,42,210,1.3842586228402862,2.7428344723336,5.0,5
t5287,15,64,1.1810002754995967,2.090773006976596,4.266666666666667,5
t5288,32,150,1.3139678761732223,2.545800483993621,4.6875,5
t5289,10,52,1.4492460721018543,3.023270000648887,5.2,5
t5290,9,48,1.4769230573728271,3.1185209771757547,5.333333333333333,5
t5291,10,54,1.490787872865876,3.1672054026805423,5.4,5
t5292,10,54,1.4912939116540576,3.1672054026609646,5.4,5
t5293,10,54,1.4910996486493349,3.16720540266073,5.4,5
t5294,9,52,1.569509075013748,3.457559201890444,5.777777777777778,5
t5295,10,58,1.5740945341074453,3.4754560346314225,5.8,5
t5296,14,72,1.4311385682199147,2.940392418049063,5.142857142857143,5
t5297,36,192,1.4758145717175803,3.1107920227337886,5.333333333333333,5
t5298,13,68,1.4576608174015724,3.0670100708759525,5.230769230769231,5
t5299,9,46,1.430448535770502,2.961273925681702,5.111111111111111,5
t5300,10,52,1.4490407778386152,3.0232700006485573,5.2,5
t5301,9,50,1.5232568060767495,3.283690095346001,5.555555555555555,5
t5302,10,56,1.5324724226619422,3.317742178925762,5.6,5
t5303,8,44,1.5120430350035412,3.2416133886010714,5.5,5
t5304,9,50,1.5235376143044983,3.2836900953453894,5.555555555555555,5
t5305,9,50,1.5235988884086415,3.283690095325752,5.555555555555555,5
t5306,10,56,1.532788087506686,3.3177421789247843,5.6,5
t5307,31,162,1.45561054106024,3.0513384404065094,5.225806451612903,5
t5308,10,50,1.408600383393224,2.9037617323523346,5.0,5
t5309,20,100,1.407818718020337,2.8956695739289,5.0,5
t5310,10,50,1.408700207172989,2.905505723495652,5.0,5
t5311,20,100,1.409386049262212,2.911900265562704,5.0,5
t5312,10,50,1.4101633152650168,2.919764519412704,5.0,5
t5313,28,144,1.4391436136843545,3.0067306513223704,5.142857142857143,5
t5314,30,150,1.4057493067122175,2.884808825248509,5.0,5
t5315,20,100,1.4094739434338737,2.913304010419238,5.0,5
t5316,31,162,1.4570428880741182,3.0689906926638635,5.225806451612903,5
t5317,14,74,1.4690488356422993,3.105105450871562,5.285714285714286,5
t5318,30,152,1.4247420860691409,2.9707066617726547,5.066666666666666,5
t5319,11,56,1.4297898332620589,2.9871638544150296,5.090909090909091,5
t5320,26,150,1.5648649110992292,3.431037287634942,5.769230769230769,5
t5321,30,174,1.5716070065350374,3.458865092710929,5.8,5
t5322,27,156,1.5667383278682236,3.438758551972688,5.777777777777778,5
t5323,24,126,1.4489472517037614,2.97611754260517,5.25,5
t5324,18,96,1.4680438420838244,3.050253761924552,5.333333333333333,5
t5325,14,78,1.521306958606231,3.254977177831651,5.571428571428571,5
t5326,11,60,1.4952821385723944,3.153790680943816,5.454545454545454,5
t5327,14,78,1.5211902533833468,3.2536281343396944,5.571428571428571,5
t5328,25,138,1.5097253566864612,3.207578005821416,5.52,5
t5329,16,84,1.4492419527597864,2.982831817202862,5.25,5
t5330,9,48,1.4680447350232937,3.0501193170197114,5.333333333333333,5
t5331,10,54,1.4829453348125274,3.104963166507772,5.4,5
t5332,25,132,1.4556715763352268,2.998471131071303,5.28,5
t6001,22,78,0.9833680409234234,1.7917786220774783,3.5454545454545454,6
t6002,19,66,0.95242978320709,1.7102473822999074,3.473684210526316,6
t6003,22,84,1.0485941348019143,1.9324249038001733,3.8181818181818175,6
t6004,22,84,1.056756755291554,1.8923517023532743,3.8181818181818175,6
t6005,20,78,1.07709849633357,1.9138305497911927,3.9,6
t6006,45,156,0.9590686300286064,1.7737993924574935,3.466666666666667,6
t6007,48,186,1.0909523854760972,2.012541195490881,3.875,6
t6008,35,132,1.0432903439790366,1.8562994052767785,3.7714285714285714,6
t6009,36,138,1.0676322045275222,1.961468498727092,3.8333333333333335,6
t6010,12,42,0.9687437133138423,1.7812067401886695,3.5,6
t6011,11,42,1.04894484415013,1.943377263602044,3.8181818181818175,6
t6012,12,48,1.096989351233204,2.045060544247708,4.0,6
t6013,17,66,1.0982722808319292,2.036216435144533,3.882352941176471,6
t6014,20,78,1.1085168626831303,2.070164867370058,3.9,6
t6015,20,84,1.1815475926243502,2.2304400156508555,4.2,6
t6016,20,78,1.0821354869039224,1.935180348951796,3.9,6
t6017,20,90,1.2523163541795266,2.3943162311163326,4.5,6
t6018,17,78,1.2627301708167826,2.4150361084554497,4.588235294117647,6
t6019,20,96,1.316094233881376,2.5662739312249965,4.8,6
t6020,54,216,1.1426608932501063,2.171483116918317,4.0,6
t6021,42,174,1.175661165799782,2.2400400890016017,4.142857142857143,6
t6022,48,198,1.170529929661469,2.2228126458648827,4.125,6
t6023,48,192,1.1235284786784248,2.0796157265436817,4.0,6
t6024,38,168,1.224612601986011,2.247601366065513,4.421052631578948,6
t6025,28,120,1.1885890580102876,2.212379041883007,4.285714285714286,6
t6026,35,132,1.0581892094549443,1.9605684061405235,3.7714285714285714,6
t6027,39,180,1.281323888442989,2.523360171935018,4.615384615384615,6
t6028,42,210,1.371005864867647,2.847442598915237,5.0,6
t6029,32,150,1.2934217930875525,2.583872941451713,4.6875,6
t6030,36,174,1.329784845159979,2.7076919977593765,4.833333333333333,6
t6031,12,42,0.9693849914693344,1.7812067401892422,3.5,6
t6032,11,42,1.0704983465133222,1.967764210251043,3.8181818181818175,6
t6033,12,48,1.1194916903414809,2.069347725608236,4.0,6
t6034,12,54,1.2476385345327743,2.368604747414294,4.5,6
t6035,11,54,1.343936955191407,2.64400315846723,4.909090909090909,6
t6036,12,60,1.3666790283251231,2.712124166720808,5.0,6
t6037,20,72,1.000915004159397,1.823412660517482,3.6,6
t6038,17,60,0.969444198480654,1.7365916259098664,3.5294117647058822,6
t6039,20,78,1.072647978674517,1.9793091619543184,3.9,6
t6040,20,78,1.0816029415923958,1.940193719185552,3.9,6
t6041,18,72,1.1069540089908698,1.9740203703486128,4.0,6
t6042,11,36,0.8959750709675416,1.6580445020355676,3.272727272727273,6
t6043,12,42,0.9600204237380566,1.772386584642876,3.5,6
t6044,12,48,1.1108283732051738,2.0554584919495187,4.0,6
t6045,11,48,1.197085196562436,2.2660073578606053,4.363636363636363,6
t6046,12,54,1.2322524500575065,2.35305648996707,4.5,6
t6047,18,72,1.1077428348059115,1.9808987576550496,4.0,6
t6048,33,108,0.8912905047533779,1.614483555801277,3.272727272727273,6
t6049,17,60,0.969835761485449,1.727543521359007,3.5294117647058822,6
t6050,27,90,0.9098581788631712,1.6391050965955063,3.333333333333333,6
t6051,11,42,1.0616735099811552,1.936870957151558,3.8181818181818175,6
t6052,15,60,1.136586015227706,2.123039946436873,4.0,6
t6053,18,72,1.141567996643184,2.1474301808382608,4.0,6
t6054,18,78,1.2226388860506483,2.332240038876305,4.333333333333333,6
t6055,18,84,1.3011295833655492,2.523015561476904,4.666666666666667,6
t6056,15,72,1.3226620264371554,2.5735903278642582,4.8,6
t6057,18,90,1.3718935717793233,2.724836445001324,5.0,6
t6058,20,82,1.1641377100131511,2.195501285510064,4.1,6
t6059,15,60,1.123094443648217,2.0698874892257164,4.0,6
t6060,19,78,1.1520477145449373,2.1291942988604404,4.105263157894737,6
t6061,37,150,1.1355355589482974,2.105654882265773,4.054054054054054,6
t6062,16,72,1.2507755273496408,2.368560901022763,4.5,6
t6063,17,78,1.2769589918477748,2.477659915478991,4.588235294117647,6
t6064,12,48,1.1292202569272454,2.091976902974217,4.0,6
t6065,12,54,1.2478207988663632,2.358928509957431,4.5,6
t6066,12,48,1.1201054008154945,2.061456731710508,4.0,6
t6067,35,132,1.0581482318402355,1.9606313174132857,3.7714285714285714,6
t6068,38,168,1.2245981487954796,2.232619474307141,4.421052631578948,6
t6069,22,84,1.0616744894568215,1.9368695393833952,3.8181818181818175,6
t6070,11,42,1.0617138982952017,1.954655601611952,3.8181818181818175,6
t6071,18,72,1.117511254942244,2.04781349048135,4.0,6
t6072,16,66,1.158016404683627,2.133609885661312,4.125,6
t6073,32,150,1.3012200954182105,2.466373500327155,4.6875,6
t6074,29,132,1.2720204609568335,2.4344870854766403,4.551724137931035,6
t6075,22,114,1.4245339270390371,2.9358145210695468,5.181818181818182,6
t6076,32,150,1.3074750209755768,2.5502606174630715,4.6875,6
t6077,16,78,1.351040368038291,2.674132244284209,4.875,6
t6078,15,60,1.1232070105934375,2.063303808935922,4.0,6
t6079,18,72,1.1227743917344135,2.066190173318035,4.0,6
t6080,16,72,1.2509413338843396,2.356298683194544,4.5,6
t6081,66,252,1.0819931972574224,2.001378236114596,3.8181818181818175,6
t6082,60,252,1.1756032816127409,2.1590302481096724,4.2,6
t6083,57,216,1.0689991529439202,1.977634717814801,3.789473684210526,6
t6084,66,270,1.1346954059581935,2.036544512901871,4.090909090909091,6
t6085,60,276,1.273481604836871,2.5065435944839862,4.6,6
t6086,57,216,1.0401062686007327,1.774830449043951,3.789473684210526,6
t6087,66,252,1.0799596798870663,1.981349441300676,3.8181818181818175,6
t6088,50,204,1.1445335840920976,2.1192468649084093,4.08,6
t6089,54,222,1.1569224303179506,2.1927567932911214,4.111111111111111,6
t6090,24,84,0.9645212418565942,1.70117820871768,3.5,6
t6091,19,72,1.0394360608173387,1.802060694214333,3.789473684210526,6
t6092,55,192,0.9466925551657028,1.5803642987909512,3.4909090909090907,6
t6093,56,204,0.9990068176743412,1.7143405340967734,3.642857142857143,6
t6094,55,192,0.9460582659464346,1.5797302311453898,3.4909090909090907,6
t6095,56,204,0.9981659580504866,1.7092325304694675,3.642857142857143,6
t6096,19,72,1.0401654758130523,1.781400058806205,3.789473684210526,6
t6097,60,216,1.0021937415784905,1.78436843598065,3.6,6
t6098,60,216,1.0012830265236587,1.7752657240680805,3.6,6
t6099,36,132,1.0256426289765068,1.848565301784718,3.6666666666666665,6
t6100,60,252,1.1577407190104576,1.9371244413419904,4.2,6
t6101,60,252,1.159127452657427,1.9496210850975144,4.2,6
t6102,22,90,1.1352241468167124,2.023279411124949,4.090909090909091,6
t6103,60,252,1.160917732697167,2.033041285382148,4.2,6
t6104,20,84,1.1602557535693256,2.03002041684186,4.2,6
t6105,20,84,1.1609981188997882,2.059355128097533,4.2,6
t6106,18,66,0.9701189914181164,1.584479678577349,3.6666666666666665,6
t6107,20,76,1.0153534132679576,1.6843639286497156,3.8,6
t6108,48,156,0.818949588949808,1.3302622962340347,3.25,6
t6109,18,72,1.1087664403361646,1.9064619729368288,4.0,6
t6110,15,64,1.1729716321045265,2.0338980438844336,4.266666666666667,6
t6111,18,66,0.9787976499445236,1.6161763940211429,3.6666666666666665,6
t6112,20,88,1.2216730765546546,2.160962774041942,4.4,6
t6113,22,98,1.238724028065893,2.2134271040735256,4.454545454545454,6
t6114,18,72,1.114098126052767,1.951329407181432,4.0,6
t6115,12,50,1.2067021180995543,2.3648619974564102,4.166666666666667,6
t6116,21,84,1.161446920786576,2.2462659677949923,4.0,6
t6117,21,84,1.1614469495436894,2.246265966668141,4.0,6
t6118,12,52,1.2468551271605472,2.462979617890036,4.333333333333333,6
t6119,11,48,1.2516900056790563,2.481103065000788,4.363636363636363,6
t6120,12,54,1.282159865530797,2.5638145123849325,4.5,6
t6121,22,88,1.1570097672101678,2.225051909678018,4.0,6
t6122,22,88,1.1571052364066716,2.22632805482723,4.0,6
t6123,20,80,1.1554902890765064,2.217468537121692,4.0,6
t6124,20,80,1.1566369493809414,2.225411765775474,4.0,6
t6125,22,88,1.157009794842018,2.22505186953448,4.0,6
t6126,22,88,1.1571052086092044,2.2263280151353,4.0,6
t6127,20,80,1.1554902073063604,2.217468490496497,4.0,6
t6128,20,80,1.1566369065576965,2.2254117220625904,4.0,6
t6129,11,48,1.254423814014947,2.4811030650019306,4.363636363636363,6
t6130,12,52,1.2471208002451108,2.462979617890844,4.333333333333333,6
t6131,12,54,1.2869780191766014,2.5638145123656093,4.5,6
t6132,12,56,1.3224068657162704,2.667641962941121,4.666666666666667,6
t6133,11,52,1.3336030965727248,2.706193448896583,4.727272727272728,6
t6134,12,58,1.357126936757165,2.774739570044021,4.833333333333333,6
t6135,20,80,1.1561498785724182,2.2212720984423777,4.0,6
t6136,20,80,1.1561600835182904,2.2215240653244823,4.0,6
t6137,22,88,1.1570777410208009,2.225669547264656,4.0,6
t6138,22,88,1.1570787167791197,2.2257097593354502,4.0,6
t6139,19,76,1.1488622819992518,2.185739946639875,4.0,6
t6140,19,76,1.1513093470541031,2.202935242548814,4.0,6
t6141,20,88,1.2507518743536294,2.4498250882578865,4.4,6
t6142,20,80,1.1561499078207038,2.2212706732036995,4.0,6
t6143,20,80,1.156160027517133,2.2215226429878228,4.0,6
t6144,22,88,1.1570777566827697,2.225668279917896,4.0,6
t6145,22,88,1.1570786770485038,2.225708492429913,4.0,6
t6146,19,76,1.1488621635140372,2.1857381311772333,4.0,6
t6147,19,76,1.1513093893544628,2.2029336214241457,4.0,6
t6148,20,88,1.2507518486285387,2.4498246252396583,4.4,6
t6149,11,48,1.2544830715230355,2.481103065002407,4.363636363636363,6
t6150,12,54,1.2874388388417912,2.563814512381234,4.5,6
t6151,12,56,1.327083552252588,2.667641962921298,4.666666666666667,6
t6152,11,52,1.339100637947829,2.706193448892928,4.727272727272728,6
t6153,12,58,1.362225478385291,2.774739570016149,4.833333333333333,6
t6154,11,52,1.3369467980246357,2.7061934488924324,4.727272727272728,6
t6155,12,56,1.3228067260953582,2.667641962938415,4.666666666666667,6
t6156,12,58,1.3625048576445573,2.774739570017517,4.833333333333333,6
t6157,12,60,1.3974489738030222,2.885390081790955,5.0,6
t6158,11,56,1.415299509123106,2.9473458733013853,5.090909090909091,6
t6159,12,62,1.4319856289997324,2.999883842738977,5.166666666666667,6
t6160,20,80,1.156160347879691,2.2214157956844485,4.0,6
t6161,20,80,1.1561605049288397,2.221423787898769,4.0,6
t6162,19,76,1.1501469657421963,2.192751573808849,4.0,6
t6163,19,76,1.1503698604522623,2.1958804798215543,4.0,6
t6164,20,88,1.250394572199763,2.4498351841924912,4.4,6
t6165,20,80,1.1446100336304987,2.16575055150716,4.0,6
t6166,20,80,1.1447211484137036,2.167336158961601,4.0,6
t6167,18,72,1.1414766376009742,2.1505502219487496,4.0,6
t6168,18,72,1.1428203074690664,2.1601530810977856,4.0,6
t6169,20,80,1.146924133796155,2.1824720441931627,4.0,6
t6170,20,80,1.1470299214596564,2.1839694723393017,4.0,6
t6171,18,72,1.144104270634159,2.169516896669001,4.0,6
t6172,18,72,1.1453805464315236,2.178655640390654,4.0,6
t6173,18,80,1.2630708603530203,2.470162700940604,4.444444444444445,6
t6174,18,80,1.26307094857238,2.470162700940604,4.444444444444445,6
t6175,16,72,1.271874319478728,2.4956393511689963,4.5,6
t6176,20,80,1.1561593461025357,2.221370914985424,4.0,6
t6177,20,80,1.156159417916313,2.221378910091351,4.0,6
t6178,19,76,1.1501457387679752,2.19269928254499,4.0,6
t6179,19,76,1.1503687999990413,2.195829127148817,4.0,6
t6180,20,88,1.2503935808476612,2.449814529342882,4.4,6
t6181,20,80,1.144608848140932,2.165695387516372,4.0,6
t6182,20,80,1.1447199928526068,2.167281506066781,4.0,6
t6183,18,72,1.141475410333965,2.150485096748511,4.0,6
t6184,18,72,1.142819204072485,2.160091064930246,4.0,6
t6185,20,80,1.146923085306676,2.182421339285675,4.0,6
t6186,20,80,1.1470288322188726,2.1839192060741786,4.0,6
t6187,18,72,1.14410297975573,2.169457748789611,4.0,6
t6188,18,72,1.1453791338657149,2.17859914577371,4.0,6
t6189,18,80,1.263069680975324,2.470141246364824,4.444444444444445,6
t6190,18,80,1.263070100943169,2.4701412463648134,4.444444444444445,6
t6191,16,72,1.271873064952565,2.495617156713009,4.5,6
t6192,11,48,1.2544706082560748,2.481103065002247,4.363636363636363,6
t6193,12,56,1.32753876283368,2.6676419629224566,4.666666666666667,6
t6194,11,52,1.3396690151825963,2.7061934488913093,4.727272727272728,6
t6195,12,58,1.3627732499036511,2.7747395700182653,4.833333333333333,6
t6196,11,52,1.341945374939684,2.7061934488908093,4.727272727272728,6
t6197,12,58,1.3671553154788956,2.774739570035741,4.833333333333333,6
t6198,12,60,1.4024498869328896,2.8853900817875884,5.0,6
t6199,11,56,1.4208600649903853,2.947345873296781,5.090909090909091,6
t6200,12,62,1.4370924893578485,2.999883842744041,5.166666666666667,6
t6201,11,52,1.3370202501651314,2.706193448874916,4.727272727272728,6
t6202,12,58,1.363040242870579,2.774739570035877,4.833333333333333,6
t6203,12,60,1.402551869593643,2.885390081786692,5.0,6
t6204,11,56,1.4213771134695092,2.947345873295054,5.090909090909091,6
t6205,12,62,1.437618377026416,2.999883842767157,5.166666666666667,6
t6206,11,56,1.4188050176496183,2.94734587329523,5.090909090909091,6
t6207,12,62,1.4374954166960707,2.999883842746754,5.166666666666667,6
t6208,12,64,1.4722901796931445,3.1185209771543576,5.333333333333333,6
t6209,11,60,1.4968614201739006,3.207582561988872,5.454545454545454,6
t6210,12,66,1.5067390130149183,3.241613388596332,5.5,6
t6211,17,84,1.381785968388779,2.807777193159795,4.941176470588236,6
t6212,17,84,1.381785941293182,2.8077771931420257,4.941176470588236,6
t6213,19,84,1.2618441099462268,2.46391017751637,4.421052631578948,6
t6214,54,216,1.1493274002442353,2.188907483796853,4.0,6
t6215,36,180,1.4019259464531324,2.8955821397844104,5.0,6
t6216,11,46,1.2103760494427789,2.3736767401170287,4.181818181818182,6
t6217,19,76,1.1609418824775777,2.243871149729486,4.0,6
t6218,19,76,1.1609417241426956,2.2438711425505167,4.0,6
t6219,11,48,1.2541818760993209,2.4811030650163373,4.363636363636363,6
t6220,10,44,1.2602321946106951,2.502972102655322,4.4,6
t6221,11,50,1.2926942450624137,2.591822694921025,4.545454545454546,6
t6222,20,80,1.1560854854075933,2.2206911203798616,4.0,6
t6223,20,80,1.1561905555429477,2.2221057613574664,4.0,6
t6224,18,72,1.1542938862182004,2.2117747617008523,4.0,6
t6225,18,72,1.1555683474510028,2.220647531045848,4.0,6
t6226,20,80,1.1560855265250172,2.220690865340463,4.0,6
t6227,20,80,1.156190511366127,2.2221055092200728,4.0,6
t6228,18,72,1.1542939272995905,2.2117744618602573,4.0,6
t6229,18,72,1.1555685013321793,2.2206472500403507,4.0,6
t6230,10,44,1.263238286076688,2.5029721026565013,4.4,6
t6231,11,50,1.297948989531911,2.5918226949020724,4.545454545454546,6
t6232,11,52,1.3365945720540564,2.706193448894023,4.727272727272728,6
t6233,10,48,1.3503262775137932,2.753044958977509,4.8,6
t6234,11,54,1.3744666531024483,2.824577565589444,4.909090909090909,6
t6235,18,72,1.1550261372472408,2.216028009857296,4.0,6
t6236,18,72,1.155037381009557,2.216311796279298,4.0,6
t6237,17,68,1.14681150300252,2.1760193545512485,4.0,6
t6238,17,68,1.1495487506381032,2.195413243420319,4.0,6
t6239,18,80,1.2601412663895004,2.470153556099544,4.444444444444445,6
t6240,18,72,1.1550259461354049,2.216018922318386,4.0,6
t6241,18,72,1.1550374176135731,2.216302727597927,4.0,6
t6242,17,68,1.1468117088599885,2.176007791196954,4.0,6
t6243,17,68,1.1495484853736315,2.195402912176509,4.0,6
t6244,18,80,1.26014132794985,2.470150391242085,4.444444444444445,6
t6245,11,50,1.298446126392243,2.591822694917396,4.545454545454546,6
t6246,11,52,1.341689771491922,2.706193448891508,4.727272727272728,6
t6247,10,48,1.356366076910245,2.7530449589555808,4.8,6
t6248,11,54,1.380021322215481,2.824577565593932,4.909090909090909,6
t6249,10,48,1.3539930407299288,2.753044958973572,4.8,6
t6250,11,54,1.3803218563595585,2.8245775656141654,4.909090909090909,6
t6251,11,56,1.418434357106778,2.947345873273705,5.090909090909091,6
t6252,10,52,1.4401616532956028,3.023270000643393,5.2,6
t6253,11,58,1.4561022655183982,3.074881393234457,5.2727272727272725,6
t6254,12,54,1.2872699877167488,2.5638145123668963,4.5,6
t6255,11,50,1.2957713687081112,2.591822694902592,4.545454545454546,6
t6256,12,56,1.322557109645841,2.66764196292032,4.666666666666667,6
t6257,19,84,1.259925039040008,2.487270306826246,4.421052631578948,6
t6258,11,50,1.2984805073920211,2.591822694917238,4.545454545454546,6
t6259,12,56,1.327350084312359,2.6676419629221884,4.666666666666667,6
t6260,12,58,1.3627542012937304,2.7747395700182,4.833333333333333,6
t6261,11,54,1.3776053445985008,2.8245775655935583,4.909090909090909,6
t6262,12,60,1.3974552167775984,2.885390081790962,5.0,6
t6263,11,52,1.3394999989693612,2.7061934488911548,4.727272727272728,6
t6264,12,58,1.362628714105597,2.774739570018692,4.833333333333333,6
t6265,11,54,1.377957752817746,2.8245775655954164,4.909090909090909,6
t6266,19,84,1.2618508062645784,2.4644096580422388,4.421052631578948,6
t6267,13,60,1.308263900010487,2.5913094628564544,4.615384615384615,6
t6268,40,188,1.336485609672554,2.7027490341364784,4.7,6
t6269,17,68,1.1482470114566663,2.184057026989099,4.0,6
t6270,17,68,1.1484968987613964,2.1876081445856834,4.0,6
t6271,18,80,1.2597462640036563,2.4702246968797485,4.444444444444445,6
